zhiying,70
zhisun,260
shenglv,0.7755102040816326
exp,-8.081632653061234
total,-3.960000000000005
 , 
zhiying,70
zhisun,270
shenglv,0.7755102040816326
exp,-10.326530612244902
total,-5.060000000000001
 , 
zhiying,70
zhisun,280
shenglv,0.7755102040816326
exp,-12.571428571428577
total,-6.160000000000003
 , 
zhiying,70
zhisun,290
shenglv,0.7755102040816326
exp,-14.816326530612258
total,-7.260000000000007
 , 
zhiying,70
zhisun,300
shenglv,0.7755102040816326
exp,-17.06122448979592
total,-8.36
 , 
zhiying,70
zhisun,310
shenglv,0.7755102040816326
exp,-19.306122448979593
total,-9.46
 , 
zhiying,70
zhisun,320
shenglv,0.7755102040816326
exp,-21.551020408163268
total,-10.560000000000002
 , 
zhiying,70
zhisun,330
shenglv,0.7755102040816326
exp,-23.795918367346943
total,-11.660000000000002
 , 
zhiying,70
zhisun,340
shenglv,0.7959183673469388
exp,-17.673469387755098
total,-8.659999999999998
 , 
zhiying,70
zhisun,350
shenglv,0.8367346938775511
exp,-2.571428571428548
total,-1.2599999999999887
 , 
zhiying,70
zhisun,360
shenglv,0.8367346938775511
exp,-4.204081632653043
total,-2.059999999999991
 , 
zhiying,70
zhisun,370
shenglv,0.8367346938775511
exp,-5.836734693877531
total,-2.8599999999999905
 , 
zhiying,70
zhisun,380
shenglv,0.8367346938775511
exp,-7.469387755102019
total,-3.65999999999999
 , 
zhiying,70
zhisun,390
shenglv,0.8367346938775511
exp,-9.102040816326507
total,-4.459999999999988
 , 
zhiying,80
zhisun,50
shenglv,0.3137254901960784
exp,-13.215686274509807
total,-6.740000000000001
 , 
zhiying,80
zhisun,60
shenglv,0.3333333333333333
exp,-17.33333333333334
total,-8.840000000000003
 , 
zhiying,80
zhisun,70
shenglv,0.39215686274509803
exp,-15.176470588235297
total,-7.740000000000001
 , 
zhiying,80
zhisun,80
shenglv,0.44
exp,-13.600000000000009
total,-6.800000000000004
 , 
zhiying,80
zhisun,90
shenglv,0.46
exp,-15.800000000000004
total,-7.900000000000002
 , 
zhiying,80
zhisun,100
shenglv,0.48
exp,-17.6
total,-8.8
 , 
zhiying,80
zhisun,110
shenglv,0.52
exp,-15.199999999999996
total,-7.599999999999998
 , 
zhiying,80
zhisun,120
shenglv,0.56
exp,-11.999999999999993
total,-5.9999999999999964
 , 
zhiying,80
zhisun,130
shenglv,0.56
exp,-16.39999999999999
total,-8.199999999999996
 , 
zhiying,80
zhisun,140
shenglv,0.58
exp,-16.400000000000006
total,-8.200000000000003
 , 
zhiying,80
zhisun,150
shenglv,0.6458333333333334
exp,-5.458333333333329
total,-2.619999999999998
 , 
zhiying,80
zhisun,160
shenglv,0.6956521739130435
exp,2.95652173913043
total,1.3599999999999977
 , 
zhiying,80
zhisun,170
shenglv,0.717391304347826
exp,5.347826086956516
total,2.4599999999999973
 , 
zhiying,80
zhisun,180
shenglv,0.717391304347826
exp,2.5217391304347743
total,1.1599999999999961
 , 
zhiying,80
zhisun,190
shenglv,0.717391304347826
exp,-0.30434782608696764
total,-0.14000000000000512
 , 
zhiying,80
zhisun,200
shenglv,0.7391304347826086
exp,2.956521739130423
total,1.3599999999999945
 , 
zhiying,80
zhisun,210
shenglv,0.7391304347826086
exp,0.3478260869565091
total,0.15999999999999417
 , 
zhiying,80
zhisun,220
shenglv,0.7391304347826086
exp,-2.260869565217405
total,-1.0400000000000063
 , 
zhiying,80
zhisun,230
shenglv,0.7391304347826086
exp,-4.869565217391319
total,-2.240000000000007
 , 
zhiying,80
zhisun,240
shenglv,0.7391304347826086
exp,-7.478260869565233
total,-3.440000000000007
 , 
zhiying,80
zhisun,250
shenglv,0.7391304347826086
exp,-10.086956521739147
total,-4.640000000000008
 , 
zhiying,80
zhisun,260
shenglv,0.7391304347826086
exp,-12.695652173913054
total,-5.840000000000004
 , 
zhiying,80
zhisun,270
shenglv,0.7391304347826086
exp,-15.304347826086975
total,-7.040000000000008
 , 
zhiying,80
zhisun,280
shenglv,0.7391304347826086
exp,-17.91304347826088
total,-8.240000000000006
 , 
zhiying,80
zhisun,290
shenglv,0.7391304347826086
exp,-20.521739130434803
total,-9.44000000000001
 , 
zhiying,80
zhisun,300
shenglv,0.7391304347826086
exp,-23.13043478260871
total,-10.640000000000008
 , 
zhiying,80
zhisun,310
shenglv,0.7391304347826086
exp,-25.73913043478263
total,-11.840000000000009
 , 
zhiying,80
zhisun,320
shenglv,0.7391304347826086
exp,-28.347826086956537
total,-13.040000000000006
 , 
zhiying,80
zhisun,330
shenglv,0.7391304347826086
exp,-30.95652173913046
total,-14.24000000000001
 , 
zhiying,80
zhisun,340
shenglv,0.7608695652173914
exp,-24.434782608695635
total,-11.239999999999991
 , 
zhiying,80
zhisun,350
shenglv,0.8043478260869565
exp,-8.130434782608695
total,-3.74
 , 
zhiying,80
zhisun,360
shenglv,0.8043478260869565
exp,-10.086956521739118
total,-4.639999999999994
 , 
zhiying,80
zhisun,370
shenglv,0.8043478260869565
exp,-12.043478260869556
total,-5.539999999999996
 , 
zhiying,80
zhisun,380
shenglv,0.8043478260869565
exp,-13.999999999999993
total,-6.439999999999997
 , 
zhiying,80
zhisun,390
shenglv,0.8043478260869565
exp,-15.95652173913043
total,-7.339999999999998
 , 
zhiying,90
zhisun,50
shenglv,0.2549019607843137
exp,-18.313725490196077
total,-9.34
 , 
zhiying,90
zhisun,60
shenglv,0.27450980392156865
exp,-22.823529411764703
total,-11.639999999999999
 , 
zhiying,90
zhisun,70
shenglv,0.32
exp,-22.799999999999994
total,-11.399999999999999
 , 
zhiying,90
zhisun,80
shenglv,0.3673469387755102
exp,-21.551020408163268
total,-10.560000000000002
 , 
zhiying,90
zhisun,90
shenglv,0.3877551020408163
exp,-24.204081632653065
total,-11.860000000000003
 , 
zhiying,90
zhisun,100
shenglv,0.40816326530612246
exp,-26.44897959183674
total,-12.960000000000003
 , 
zhiying,90
zhisun,110
shenglv,0.4489795918367347
exp,-24.20408163265305
total,-11.859999999999996
 , 
zhiying,90
zhisun,120
shenglv,0.4897959183673469
exp,-21.142857142857146
total,-10.360000000000003
 , 
zhiying,90
zhisun,130
shenglv,0.4897959183673469
exp,-26.244897959183675
total,-12.86
 , 
zhiying,90
zhisun,140
shenglv,0.5102040816326531
exp,-26.65306122448979
total,-13.059999999999999
 , 
zhiying,90
zhisun,150
shenglv,0.574468085106383
exp,-16.127659574468076
total,-7.579999999999996
 , 
zhiying,90
zhisun,160
shenglv,0.6222222222222222
exp,-8.444444444444443
total,-3.7999999999999994
 , 
zhiying,90
zhisun,170
shenglv,0.6444444444444445
exp,-6.444444444444436
total,-2.899999999999996
 , 
zhiying,90
zhisun,180
shenglv,0.6444444444444445
exp,-9.999999999999993
total,-4.4999999999999964
 , 
zhiying,90
zhisun,190
shenglv,0.6444444444444445
exp,-13.55555555555555
total,-6.099999999999998
 , 
zhiying,90
zhisun,200
shenglv,0.6444444444444445
exp,-17.111111111111107
total,-7.6999999999999975
 , 
zhiying,90
zhisun,210
shenglv,0.6444444444444445
exp,-20.66666666666665
total,-9.299999999999992
 , 
zhiying,90
zhisun,220
shenglv,0.6444444444444445
exp,-24.222222222222207
total,-10.899999999999993
 , 
zhiying,90
zhisun,230
shenglv,0.6444444444444445
exp,-27.777777777777764
total,-12.499999999999993
 , 
zhiying,90
zhisun,240
shenglv,0.6444444444444445
exp,-31.33333333333332
total,-14.099999999999996
 , 
zhiying,90
zhisun,250
shenglv,0.6666666666666666
exp,-27.333333333333343
total,-12.300000000000004
 , 
zhiying,90
zhisun,260
shenglv,0.6666666666666666
exp,-30.666666666666686
total,-13.80000000000001
 , 
zhiying,90
zhisun,270
shenglv,0.6666666666666666
exp,-34.000000000000014
total,-15.300000000000008
 , 
zhiying,90
zhisun,280
shenglv,0.6666666666666666
exp,-37.33333333333334
total,-16.800000000000004
 , 
zhiying,90
zhisun,290
shenglv,0.6666666666666666
exp,-40.666666666666686
total,-18.300000000000008
 , 
zhiying,90
zhisun,300
shenglv,0.6666666666666666
exp,-44.000000000000014
total,-19.800000000000008
 , 
zhiying,90
zhisun,310
shenglv,0.6888888888888889
exp,-38.44444444444445
total,-17.300000000000004
 , 
zhiying,90
zhisun,320
shenglv,0.7111111111111111
exp,-32.444444444444436
total,-14.599999999999996
 , 
zhiying,90
zhisun,330
shenglv,0.7111111111111111
exp,-35.33333333333332
total,-15.899999999999995
 , 
zhiying,90
zhisun,340
shenglv,0.7333333333333333
exp,-28.666666666666686
total,-12.90000000000001
 , 
zhiying,90
zhisun,350
shenglv,0.7777777777777778
exp,-11.777777777777771
total,-5.299999999999998
 , 
zhiying,90
zhisun,360
shenglv,0.7777777777777778
exp,-14.0
total,-6.3
 , 
zhiying,90
zhisun,370
shenglv,0.7777777777777778
exp,-16.222222222222214
total,-7.299999999999997
 , 
zhiying,90
zhisun,380
shenglv,0.7777777777777778
exp,-18.444444444444443
total,-8.299999999999999
 , 
zhiying,90
zhisun,390
shenglv,0.7777777777777778
exp,-20.66666666666667
total,-9.300000000000002
 , 
zhiying,100
zhisun,50
shenglv,0.23529411764705882
exp,-18.705882352941174
total,-9.54
 , 
zhiying,100
zhisun,60
shenglv,0.2549019607843137
exp,-23.215686274509807
total,-11.840000000000002
 , 
zhiying,100
zhisun,70
shenglv,0.32
exp,-19.599999999999994
total,-9.799999999999997
 , 
zhiying,100
zhisun,80
shenglv,0.3673469387755102
exp,-17.877551020408163
total,-8.76
 , 
zhiying,100
zhisun,90
shenglv,0.3877551020408163
exp,-20.326530612244902
total,-9.960000000000003
 , 
zhiying,100
zhisun,100
shenglv,0.40816326530612246
exp,-22.367346938775512
total,-10.96
 , 
zhiying,100
zhisun,110
shenglv,0.4489795918367347
exp,-19.714285714285708
total,-9.659999999999997
 , 
zhiying,100
zhisun,120
shenglv,0.46938775510204084
exp,-20.73469387755101
total,-10.159999999999995
 , 
zhiying,100
zhisun,130
shenglv,0.46938775510204084
exp,-26.040816326530603
total,-12.759999999999996
 , 
zhiying,100
zhisun,140
shenglv,0.4897959183673469
exp,-26.448979591836746
total,-12.960000000000004
 , 
zhiying,100
zhisun,150
shenglv,0.5531914893617021
exp,-15.702127659574472
total,-7.380000000000003
 , 
zhiying,100
zhisun,160
shenglv,0.6
exp,-8.000000000000014
total,-3.6000000000000063
 , 
zhiying,100
zhisun,170
shenglv,0.6222222222222222
exp,-6.0
total,-2.7
 , 
zhiying,100
zhisun,180
shenglv,0.6222222222222222
exp,-9.777777777777771
total,-4.399999999999998
 , 
zhiying,100
zhisun,190
shenglv,0.6222222222222222
exp,-13.555555555555557
total,-6.100000000000001
 , 
zhiying,100
zhisun,200
shenglv,0.6222222222222222
exp,-17.33333333333333
total,-7.799999999999998
 , 
zhiying,100
zhisun,210
shenglv,0.6222222222222222
exp,-21.111111111111114
total,-9.500000000000002
 , 
zhiying,100
zhisun,220
shenglv,0.6222222222222222
exp,-24.888888888888886
total,-11.199999999999998
 , 
zhiying,100
zhisun,230
shenglv,0.6222222222222222
exp,-28.666666666666657
total,-12.899999999999995
 , 
zhiying,100
zhisun,240
shenglv,0.6222222222222222
exp,-32.44444444444444
total,-14.6
 , 
zhiying,100
zhisun,250
shenglv,0.6444444444444445
exp,-28.44444444444443
total,-12.799999999999994
 , 
zhiying,100
zhisun,260
shenglv,0.6444444444444445
exp,-31.999999999999986
total,-14.399999999999993
 , 
zhiying,100
zhisun,270
shenglv,0.6444444444444445
exp,-35.55555555555554
total,-15.999999999999996
 , 
zhiying,100
zhisun,280
shenglv,0.6444444444444445
exp,-39.111111111111086
total,-17.59999999999999
 , 
zhiying,100
zhisun,290
shenglv,0.6444444444444445
exp,-42.66666666666664
total,-19.19999999999999
 , 
zhiying,100
zhisun,300
shenglv,0.6444444444444445
exp,-46.2222222222222
total,-20.79999999999999
 , 
zhiying,100
zhisun,310
shenglv,0.6666666666666666
exp,-40.66666666666667
total,-18.300000000000004
 , 
zhiying,100
zhisun,320
shenglv,0.6888888888888889
exp,-34.66666666666667
total,-15.600000000000003
 , 
zhiying,100
zhisun,330
shenglv,0.6888888888888889
exp,-37.777777777777786
total,-17.000000000000004
 , 
zhiying,100
zhisun,340
shenglv,0.7111111111111111
exp,-31.1111111111111
total,-13.999999999999996
 , 
zhiying,100
zhisun,350
shenglv,0.7555555555555555
exp,-14.000000000000014
total,-6.300000000000007
 , 
zhiying,100
zhisun,360
shenglv,0.7555555555555555
exp,-16.444444444444457
total,-7.400000000000006
 , 
zhiying,100
zhisun,370
shenglv,0.7555555555555555
exp,-18.8888888888889
total,-8.500000000000005
 , 
zhiying,100
zhisun,380
shenglv,0.7555555555555555
exp,-21.333333333333343
total,-9.600000000000005
 , 
zhiying,100
zhisun,390
shenglv,0.7555555555555555
exp,-23.777777777777786
total,-10.700000000000005
 , 
zhiying,110
zhisun,50
shenglv,0.19607843137254902
exp,-22.627450980392158
total,-11.540000000000001
 , 
zhiying,110
zhisun,60
shenglv,0.22
exp,-26.6
total,-13.3
 , 
zhiying,110
zhisun,70
shenglv,0.2857142857142857
exp,-22.571428571428577
total,-11.060000000000002
 , 
zhiying,110
zhisun,80
shenglv,0.3333333333333333
exp,-20.66666666666668
total,-9.920000000000005
 , 
zhiying,110
zhisun,90
shenglv,0.3541666666666667
exp,-23.166666666666657
total,-11.119999999999996
 , 
zhiying,110
zhisun,100
shenglv,0.375
exp,-25.25
total,-12.120000000000001
 , 
zhiying,110
zhisun,110
shenglv,0.3958333333333333
exp,-26.916666666666686
total,-12.920000000000009
 , 
zhiying,110
zhisun,120
shenglv,0.4166666666666667
exp,-28.166666666666657
total,-13.519999999999996
 , 
zhiying,110
zhisun,130
shenglv,0.4166666666666667
exp,-33.999999999999986
total,-16.319999999999993
 , 
zhiying,110
zhisun,140
shenglv,0.4375
exp,-34.625
total,-16.62
 , 
zhiying,110
zhisun,150
shenglv,0.5217391304347826
exp,-18.34782608695653
total,-8.440000000000005
 , 
zhiying,110
zhisun,160
shenglv,0.5681818181818182
exp,-10.59090909090908
total,-4.659999999999995
 , 
zhiying,110
zhisun,170
shenglv,0.5909090909090909
exp,-8.545454545454533
total,-3.7599999999999945
 , 
zhiying,110
zhisun,180
shenglv,0.5909090909090909
exp,-12.636363636363626
total,-5.559999999999995
 , 
zhiying,110
zhisun,190
shenglv,0.5909090909090909
exp,-16.72727272727272
total,-7.359999999999997
 , 
zhiying,110
zhisun,200
shenglv,0.5909090909090909
exp,-20.818181818181813
total,-9.159999999999998
 , 
zhiying,110
zhisun,210
shenglv,0.5909090909090909
exp,-24.909090909090892
total,-10.959999999999994
 , 
zhiying,110
zhisun,220
shenglv,0.5909090909090909
exp,-28.999999999999986
total,-12.759999999999993
 , 
zhiying,110
zhisun,230
shenglv,0.5909090909090909
exp,-33.09090909090908
total,-14.559999999999995
 , 
zhiying,110
zhisun,240
shenglv,0.5909090909090909
exp,-37.18181818181817
total,-16.359999999999996
 , 
zhiying,110
zhisun,250
shenglv,0.6136363636363636
exp,-33.09090909090909
total,-14.56
 , 
zhiying,110
zhisun,260
shenglv,0.6136363636363636
exp,-36.95454545454545
total,-16.26
 , 
zhiying,110
zhisun,270
shenglv,0.6136363636363636
exp,-40.81818181818181
total,-17.959999999999997
 , 
zhiying,110
zhisun,280
shenglv,0.6136363636363636
exp,-44.68181818181817
total,-19.659999999999997
 , 
zhiying,110
zhisun,290
shenglv,0.6136363636363636
exp,-48.54545454545455
total,-21.36
 , 
zhiying,110
zhisun,300
shenglv,0.6136363636363636
exp,-52.40909090909091
total,-23.06
 , 
zhiying,110
zhisun,310
shenglv,0.6363636363636364
exp,-46.727272727272734
total,-20.560000000000006
 , 
zhiying,110
zhisun,320
shenglv,0.6590909090909091
exp,-40.59090909090911
total,-17.860000000000007
 , 
zhiying,110
zhisun,330
shenglv,0.6590909090909091
exp,-44.000000000000014
total,-19.360000000000007
 , 
zhiying,110
zhisun,340
shenglv,0.6818181818181818
exp,-37.1818181818182
total,-16.36000000000001
 , 
zhiying,110
zhisun,350
shenglv,0.7272727272727273
exp,-19.45454545454544
total,-8.559999999999993
 , 
zhiying,110
zhisun,360
shenglv,0.7272727272727273
exp,-22.181818181818173
total,-9.759999999999996
 , 
zhiying,110
zhisun,370
shenglv,0.7272727272727273
exp,-24.909090909090892
total,-10.959999999999994
 , 
zhiying,110
zhisun,380
shenglv,0.7272727272727273
exp,-27.636363636363626
total,-12.159999999999997
 , 
zhiying,110
zhisun,390
shenglv,0.7272727272727273
exp,-30.36363636363636
total,-13.359999999999998
 , 
zhiying,120
zhisun,50
shenglv,0.19607843137254902
exp,-20.666666666666668
total,-10.540000000000001
 , 
zhiying,120
zhisun,60
shenglv,0.22
exp,-24.400000000000002
total,-12.200000000000001
 , 
zhiying,120
zhisun,70
shenglv,0.2857142857142857
exp,-19.714285714285722
total,-9.660000000000005
 , 
zhiying,120
zhisun,80
shenglv,0.3333333333333333
exp,-17.333333333333343
total,-8.320000000000004
 , 
zhiying,120
zhisun,90
shenglv,0.3541666666666667
exp,-19.624999999999993
total,-9.419999999999996
 , 
zhiying,120
zhisun,100
shenglv,0.375
exp,-21.5
total,-10.32
 , 
zhiying,120
zhisun,110
shenglv,0.3958333333333333
exp,-22.95833333333335
total,-11.020000000000008
 , 
zhiying,120
zhisun,120
shenglv,0.4166666666666667
exp,-23.999999999999993
total,-11.519999999999996
 , 
zhiying,120
zhisun,130
shenglv,0.4166666666666667
exp,-29.83333333333332
total,-14.319999999999995
 , 
zhiying,120
zhisun,140
shenglv,0.4375
exp,-30.25
total,-14.52
 , 
zhiying,120
zhisun,150
shenglv,0.5217391304347826
exp,-13.130434782608702
total,-6.040000000000004
 , 
zhiying,120
zhisun,160
shenglv,0.5681818181818182
exp,-4.909090909090892
total,-2.1599999999999926
 , 
zhiying,120
zhisun,170
shenglv,0.5909090909090909
exp,-2.636363636363626
total,-1.1599999999999955
 , 
zhiying,120
zhisun,180
